,czone_x,statefip,yr,t2,timepwt24,d_impusch_p9,d_impuschm_p9cen,d_impuschf_p9cen,d_impotch_p9_lag,czone_y,d_avg_lnwkwage,d_avg_lnwkwage_m,d_avg_lnwkwage_f
389,13103.0,21,2000.0,1.0,0.00033236804,1.3110529,0.65332353,0.6577294,0.69373536,13103.0,-0.4839216,-3.199305,3.9113588
390,13200.0,21,1990.0,0.0,0.0006834921,0.8766414,0.5793047,0.29733664,0.800778,13200.0,16.064787,14.135551,21.39635
391,13200.0,21,2000.0,1.0,0.0008932521,1.32567,0.7721955,0.5534745,1.2846577,13200.0,2.137116,1.137461,6.4289913
392,13300.0,39,1990.0,0.0,0.000977541,0.79605716,0.49334863,0.3027086,0.7575645,13300.0,8.344507,6.079006,15.641069
393,13300.0,39,2000.0,1.0,0.0012399931,2.418821,1.646813,0.7720082,2.234042,13300.0,-2.02322,-6.730693,6.559372
394,13400.0,39,1990.0,0.0,0.001045134,0.9965257,0.68811655,0.30840907,0.7920535,13400.0,9.804487,6.491661,16.825628
395,13400.0,39,2000.0,1.0,0.0013066675,1.3415222,0.96104527,0.38047695,1.8474048,13400.0,-1.7644336,-5.7349205,6.090709
396,13501.0,39,1990.0,0.0,0.0033155046,1.0286001,0.6779068,0.35069335,0.49050945,13501.0,9.425545,7.146549,15.268993
397,13501.0,39,2000.0,1.0,0.0041697854,0.93771636,0.6740569,0.26365945,1.2634339,13501.0,-1.4093944,-5.744321,5.5433683
398,13502.0,39,1990.0,0.0,0.0003931886,2.0339391,1.2412528,0.79268634,1.00499,13502.0,11.2223625,8.825064,17.885971
399,13502.0,39,2000.0,1.0,0.0004923263,2.014427,1.4619727,0.55245423,2.7426937,13502.0,-4.9949374,-10.210787,2.4564607
400,13600.0,18,1990.0,0.0,0.0025561152,1.1139524,0.70599914,0.4079533,0.7108471,13600.0,12.747431,10.822678,17.218018
401,13600.0,18,2000.0,1.0,0.0033162585,1.9603379,1.0623852,0.8979526,1.736735,13600.0,-2.3106847,-3.1474657,0.43766838
402,13700.0,18,1990.0,0.0,0.0013132059,2.8089607,1.8211673,0.9877933,1.150664,13700.0,12.619352,9.369564,17.113256
403,13700.0,18,2000.0,1.0,0.0018571537,2.3239803,1.340139,0.9838414,1.9984277,13700.0,-5.582196,-7.597583,-3.2737594
404,13800.0,18,1990.0,0.0,0.00048189264,1.2609992,0.655636,0.6053632,1.2707095,13800.0,11.823273,8.23431,16.889906
405,13800.0,18,2000.0,1.0,0.0006538899,1.8885227,1.0866508,0.80187184,2.0973165,13800.0,-0.91430116,-0.7403237,2.6265552
406,13900.0,18,1990.0,0.0,0.00075394014,1.2450732,0.72444206,0.52063113,2.4194045,13900.0,18.031788,15.967178,20.542383
407,13900.0,18,2000.0,1.0,0.0009657747,2.1820264,1.3756024,0.80642414,2.7458394,13900.0,-10.63054,-12.567247,-3.2799582
408,14000.0,18,1990.0,0.0,0.001675804,0.8355114,0.55652994,0.2789815,0.64623517,14000.0,12.965059,9.60021,19.60268
409,14000.0,18,2000.0,1.0,0.0020827027,1.3553554,0.98196816,0.3733872,1.5472184,14000.0,-5.232334,-9.652138,2.529485
410,14100.0,18,1990.0,0.0,0.0020594012,1.2909096,0.76188153,0.5290282,0.801324,14100.0,12.914515,9.000254,18.199778
411,14100.0,18,2000.0,1.0,0.002778702,2.3280935,1.4702778,0.8578157,2.0182827,14100.0,-4.9079485,-8.508546,0.14693396
412,14200.0,18,1990.0,0.0,0.0052037397,0.6509957,0.44415352,0.20684218,0.42864835,14200.0,16.811466,13.067341,21.68088
413,14200.0,18,2000.0,1.0,0.0075256554,0.7352109,0.50936055,0.22585036,1.3394914,14200.0,2.670901,1.4422281,5.008493
414,14300.0,18,1990.0,0.0,0.00059213524,0.97394043,0.5475471,0.4263934,0.69181716,14300.0,17.391682,14.469576,22.73159
415,14300.0,18,2000.0,1.0,0.0008223335,1.9784007,1.3370265,0.64137423,1.7268711,14300.0,0.7845334,-2.8299603,7.3035784
416,14400.0,18,1990.0,0.0,0.0009969948,1.1102306,0.5620278,0.54820275,0.4497741,14400.0,13.408327,8.869219,20.59331
417,14400.0,18,2000.0,1.0,0.0013098367,1.2321144,0.7334619,0.49865252,0.9133392,14400.0,0.7779258,-1.53453,4.780156
418,14500.0,18,1990.0,0.0,0.0013222494,0.7325199,0.37794,0.3545799,0.63881266,14500.0,15.029097,12.313795,20.073938
419,14500.0,18,2000.0,1.0,0.0017390315,1.246324,0.7841405,0.4621835,1.4653512,14500.0,-1.4004707,-8.749349,7.9746246
420,14600.0,18,1990.0,0.0,0.0010414984,1.389986,0.7185562,0.6714299,1.5562817,14600.0,14.7061825,9.473896,23.531485
421,14600.0,18,2000.0,1.0,0.0014157152,2.169181,1.2264959,0.94268507,1.8795818,14600.0,0.067506514,-1.2046269,2.037389
422,14700.0,18,1990.0,0.0,0.0015019211,1.0991418,0.61747503,0.48166677,0.5607325,14700.0,11.569357,9.606123,16.02192
423,14700.0,18,2000.0,1.0,0.001962047,1.5676601,1.0222973,0.54536283,1.5693406,14700.0,4.951205,2.3499897,10.240078
424,14801.0,17,1990.0,0.0,0.00023419864,5.938483,3.9078877,2.030595,1.486476,14801.0,12.403822,10.238743,17.954588
425,14801.0,17,2000.0,1.0,0.00028112845,2.2539744,1.36454,0.8894343,2.2150717,14801.0,7.185255,5.9981346,9.228434
426,14802.0,18,1990.0,0.0,0.00022782618,0.7848415,0.43944275,0.34539872,0.43371958,14802.0,9.151697,4.348707,19.303226
427,14802.0,18,2000.0,1.0,0.00027547285,0.648704,0.4092647,0.23943928,0.98386824,14802.0,7.5575285,11.035783,-2.214023
428,14900.0,18,1990.0,0.0,0.002619496,0.510453,0.37084842,0.13960458,0.32012093,14900.0,11.338329,9.482479,17.840433
429,14900.0,18,2000.0,1.0,0.0033824462,0.54524785,0.43185583,0.11339206,1.0024356,14900.0,0.8627347,-0.38719177,5.108493
430,15000.0,39,1990.0,0.0,0.0026678133,1.4874994,0.95538795,0.5321114,0.70850176,15000.0,7.9094887,4.994917,15.933037
431,15000.0,39,2000.0,1.0,0.0034975193,1.7036891,1.0893472,0.6143418,1.9185039,15000.0,-0.047888074,-3.3392224,5.4096494
432,15100.0,39,1990.0,0.0,0.0016408612,1.0885441,0.70054305,0.38800117,0.5808251,15100.0,10.864115,8.50544,18.299246
433,15100.0,39,2000.0,1.0,0.0021285408,1.6362926,1.0122561,0.6240364,1.7878628,15100.0,-3.307479,-8.50078,4.4920783
434,15200.0,39,1990.0,0.0,0.010487015,1.5648283,1.0358647,0.5289635,0.5687757,15200.0,11.5169525,8.090878,17.54818
435,15200.0,39,2000.0,1.0,0.013329946,0.99376225,0.67623574,0.31752652,1.4478012,15200.0,-0.8746556,-1.4935902,2.1065304
436,15300.0,54,1990.0,0.0,0.00080298184,0.7368925,0.6372374,0.09965515,0.48901904,15300.0,7.068968,4.1321754,13.15012
437,15300.0,54,2000.0,1.0,0.0010228743,0.90095234,0.6984176,0.20253469,1.1681235,15300.0,0.8910724,1.9582341,2.3365703
438,15400.0,39,1990.0,0.0,0.0007231483,2.412892,1.4415903,0.97130173,1.0252674,15400.0,9.704828,8.097172,15.489721
439,15400.0,39,2000.0,1.0,0.0009393684,1.0526468,0.6128055,0.4398413,2.3713446,15400.0,-0.082901545,-3.7266188,6.476947
440,15500.0,39,1990.0,0.0,0.000574255,0.55344564,0.43705654,0.116389155,0.38665387,15500.0,3.2324314,-1.0494232,15.978575
441,15500.0,39,2000.0,1.0,0.0006631366,0.79558975,0.6331372,0.16245258,1.6451437,15500.0,3.8595881,6.946291,5.376952
442,15600.0,54,1990.0,0.0,0.0008251592,0.52492076,0.36382055,0.16110018,0.48207805,15600.0,5.7448387,1.0949612,15.821886
443,15600.0,54,2000.0,1.0,0.0009821849,0.4483703,0.32998872,0.1183816,1.1010357,15600.0,3.4230094,4.9933705,6.701333
444,15700.0,39,1990.0,0.0,0.0008691033,0.26089543,0.18232198,0.078573436,0.49972063,15700.0,7.8276157,6.4229965,13.97562
445,15700.0,39,2000.0,1.0,0.0011357823,0.46062538,0.32274523,0.13788015,0.9556005,15700.0,-5.093166,-10.954857,4.623958
446,15800.0,39,1990.0,0.0,0.00055878155,0.6557718,0.47194475,0.18382709,0.36266536,15800.0,8.028555,7.315254,12.341213
447,15800.0,39,2000.0,1.0,0.000720702,0.6041592,0.411028,0.19313122,0.67413145,15800.0,-3.8206239,-3.5005298,-1.9173622
448,15900.0,39,1990.0,0.0,0.0058709984,0.80679476,0.5366046,0.2701902,0.45779124,15900.0,17.043972,13.470411,22.661257
449,15900.0,39,2000.0,1.0,0.008300027,0.7708129,0.5299082,0.24090476,1.3729743,15900.0,3.912449,1.6334398,6.7916594
450,16000.0,39,1990.0,0.0,0.0012700459,0.8221742,0.4557174,0.36645675,0.62826645,16000.0,9.394646,6.3945293,16.53471
451,16000.0,39,2000.0,1.0,0.001636417,2.2453804,1.4531875,0.79219294,2.0425177,16000.0,-4.1379247,-7.866996,2.6686532
452,16100.0,42,1990.0,0.0,0.0011811705,0.6526172,0.4358579,0.21675934,1.5779651,16100.0,9.688902,7.111597,16.489363
453,16100.0,42,2000.0,1.0,0.0015429597,1.6588626,1.1764154,0.4824471,2.0653405,16100.0,2.9720578,2.9212406,3.7657876
454,16200.0,42,1990.0,0.0,0.0016883941,0.9196553,0.5076387,0.41201663,0.91753554,16200.0,9.004164,5.0371647,16.159678
455,16200.0,42,2000.0,1.0,0.002075839,1.2447904,0.6656381,0.5791524,1.3919199,16200.0,4.622187,4.3052263,8.157253
456,16300.0,42,1990.0,0.0,0.010554595,0.9506212,0.6484584,0.3021627,0.44686055,16300.0,11.318445,9.116411,16.521502
457,16300.0,42,2000.0,1.0,0.01285659,0.5795166,0.39509475,0.18442185,1.2145509,16300.0,5.740779,4.5131273,8.549146
458,16400.0,39,1990.0,0.0,0.0033401167,0.6000106,0.42836443,0.17164612,0.4714965,16400.0,9.898996,8.620119,14.782953
459,16400.0,39,2000.0,1.0,0.0040518097,1.0985947,0.809591,0.28900373,1.4889004,16400.0,-4.571983,-7.360731,2.4897711
460,16500.0,42,1990.0,0.0,0.0026520442,1.0326661,0.6881055,0.34456056,0.63189125,16500.0,8.002377,5.166292,15.207911
461,16500.0,42,2000.0,1.0,0.0033045828,1.3786838,1.0442903,0.33439338,1.772207,16500.0,0.8529254,-2.3834364,7.166318
462,16600.0,51,1990.0,0.0,0.0017656679,0.9816428,0.6345786,0.34706417,0.6253883,16600.0,11.4171505,9.316492,14.795876
463,16600.0,51,2000.0,1.0,0.0023429906,1.522096,0.8552257,0.6668704,1.6456627,16600.0,4.2471204,1.7215865,7.6038494
464,16701.0,54,1990.0,0.0,0.00024649655,0.6386306,0.26713404,0.37149656,1.8779924,16701.0,8.8104725,6.807041,14.432621
465,16701.0,54,2000.0,1.0,0.00030126987,0.41575766,0.19182023,0.22393745,2.1387436,16701.0,4.6674867,8.519513,3.1625886
466,16702.0,54,1990.0,0.0,0.001020781,0.3997387,0.2564214,0.14331731,0.45309654,16702.0,4.915476,0.3733158,16.20946
467,16702.0,54,2000.0,1.0,0.0013068691,0.5303732,0.3767607,0.15361252,0.89627963,16702.0,5.715847,9.440831,0.65578735
468,16703.0,54,1990.0,0.0,0.00016453941,0.5358782,0.23091216,0.30496603,0.4516589,16703.0,8.4496975,6.24485,14.63809
469,16703.0,54,2000.0,1.0,0.00020182239,0.65496296,0.2441146,0.41084844,0.8416358,16703.0,3.5764832,8.810657,0.50858086
470,16801.0,54,1990.0,0.0,0.0007001612,0.20804489,0.14507292,0.06297197,0.15130807,16801.0,8.899736,8.182669,11.14254
471,16801.0,54,2000.0,1.0,0.0008587097,0.45073074,0.23077202,0.21995874,0.38522765,16801.0,8.108071,6.951605,12.050629
472,16802.0,54,1990.0,0.0,0.00023559984,0.13409734,0.071750745,0.062346585,1.1815114,16802.0,9.962797,8.544874,13.748455
473,16802.0,54,2000.0,1.0,0.00028924365,0.18515143,0.09897074,0.086180694,1.5128497,16802.0,7.8350477,7.1886606,11.606897
474,16901.0,54,1990.0,0.0,0.0014193762,0.6162603,0.56249833,0.053762004,0.1574119,16901.0,10.304785,6.867218,16.625118
475,16901.0,54,2000.0,1.0,0.0017367419,0.294334,0.22830698,0.066027015,0.51924276,16901.0,1.74863,3.3416066,1.0283334
476,16902.0,54,1990.0,0.0,9.3281364e-05,0.2656418,0.14946288,0.11617895,0.3448769,16902.0,7.340336,5.340719,10.840607
477,16902.0,54,2000.0,1.0,0.000116737574,0.16587831,0.13767837,0.028199926,0.13622709,16902.0,1.2059892,3.2208304,1.7889569
478,17000.0,21,1990.0,0.0,0.0008580366,0.015862735,0.010663533,0.0051992023,0.0071615237,17000.0,4.9984455,2.161646,17.234707
479,17000.0,21,2000.0,1.0,0.001012276,0.037406325,0.026945025,0.010461299,0.04121233,17000.0,6.2938414,10.591439,3.9767537
480,17100.0,21,1990.0,0.0,0.0013666496,0.33924615,0.24922164,0.09002453,0.5801028,17100.0,5.448246,1.8776417,15.7289505
481,17100.0,21,2000.0,1.0,0.001740729,0.7874373,0.5419728,0.24546452,1.1406041,17100.0,3.1144278,1.9527843,5.915233
482,17200.0,51,1990.0,0.0,0.0006056156,0.9355669,0.5932645,0.34230238,1.3661267,17200.0,10.637283,6.3987255,17.378473
483,17200.0,51,2000.0,1.0,0.00087341,1.3003036,0.7387884,0.5615151,1.5208642,17200.0,9.979929,8.381776,12.227126
484,17300.0,51,1990.0,0.0,0.0007055909,1.7709516,0.94638646,0.82456523,1.0063534,17300.0,11.347246,8.009291,15.712118
485,17300.0,51,2000.0,1.0,0.00094756176,2.0267417,1.0843867,0.94235504,2.3769865,17300.0,0.5523818,-2.7356148,7.175786
486,17400.0,42,1990.0,0.0,0.0014662618,1.2449988,0.55399626,0.69100255,1.4881716,17400.0,11.70063,7.331896,20.755053
487,17400.0,42,2000.0,1.0,0.002037152,1.839694,0.79418224,1.0455118,2.299103,17400.0,9.421349,10.942186,7.1355276
488,17501.0,24,1990.0,0.0,0.00061700214,0.47557595,0.2110567,0.26451927,1.0103667,17501.0,9.220076,6.7130566,14.639759
489,17501.0,24,2000.0,1.0,0.0007849543,1.2348104,0.36445668,0.87035364,1.5672209,17501.0,7.7138624,5.524567,11.3361225
490,17502.0,51,1990.0,0.0,0.00039158482,0.9932704,0.66065395,0.33261642,0.6540031,17502.0,18.0264,14.740372,24.477816
491,17502.0,51,2000.0,1.0,0.0005780098,1.2036651,0.6944059,0.5092592,1.1556917,17502.0,11.514664,8.570807,15.7494545
492,17600.0,51,1990.0,0.0,0.00091627013,0.7137688,0.4152408,0.29852805,0.7159389,17600.0,10.169506,7.900381,14.337492
493,17600.0,51,2000.0,1.0,0.0013709775,1.35032,0.7279913,0.6223287,1.6100218,17600.0,11.3407545,9.706361,13.609001
494,17700.0,36,1990.0,0.0,0.004489026,0.9384932,0.60060316,0.33788994,0.7335094,17700.0,7.6247215,4.7590733,13.145494
495,17700.0,36,2000.0,1.0,0.005415794,1.4086374,0.95580965,0.45282775,2.0130656,17700.0,2.3967197,0.13235638,6.5238132
496,17800.0,36,1990.0,0.0,0.00064319174,2.036222,1.1215641,0.9146576,0.87131476,17800.0,6.2051773,3.1891823,11.554956
497,17800.0,36,2000.0,1.0,0.00080994953,1.7686718,0.90938926,0.8592824,1.8002702,17800.0,3.8654466,3.9770942,5.9479985
498,17900.0,36,1990.0,0.0,0.0012371027,3.6226277,2.0366755,1.585952,2.8594892,17900.0,7.447195,5.183792,12.928486
499,17900.0,36,2000.0,1.0,0.001480973,3.2571406,1.8635746,1.393566,5.2617483,17900.0,5.694798,4.8496385,7.025174
500,18000.0,36,1990.0,0.0,0.009515459,1.4155945,0.83758664,0.5780079,1.0420853,18000.0,9.03368,5.4908276,15.604544
501,18000.0,36,2000.0,1.0,0.01187918,1.1861178,0.8018758,0.384242,1.5007917,18000.0,-1.7724037,-5.04085,3.7918773
502,18100.0,36,1990.0,0.0,0.001411373,1.3647208,0.79802275,0.566698,0.76556623,18100.0,9.340811,6.5039635,15.192127
503,18100.0,36,2000.0,1.0,0.0017421353,1.5332263,1.058967,0.47425935,2.0686808,18100.0,0.8129393,-4.3702807,7.825307
504,18201.0,36,1990.0,0.0,0.00080105267,2.2603877,1.1164441,1.1439435,1.1523659,18201.0,9.763479,6.646681,17.907953
505,18201.0,36,2000.0,1.0,0.0009925428,1.885633,1.2397861,0.6458467,2.4145892,18201.0,-1.2005397,-3.8774352,4.4088364
506,18202.0,42,1990.0,0.0,0.00016499509,1.3771886,0.91989785,0.4572907,1.2996424,18202.0,10.479593,7.150936,19.923544
507,18202.0,42,2000.0,1.0,0.00020739343,2.0939014,1.371799,0.7221022,3.1006162,18202.0,2.6031222,2.3680415,4.176753
508,18300.0,36,1990.0,0.0,0.00100761,0.40650842,0.22635832,0.18015009,0.51466364,18300.0,7.867861,5.942297,13.242292
509,18300.0,36,2000.0,1.0,0.001264797,0.6133644,0.34165674,0.27170762,1.0915267,18300.0,3.0614989,3.3890862,3.4388814
510,18400.0,36,1990.0,0.0,0.0006803746,0.86781114,0.47408608,0.39372504,0.3924416,18400.0,9.665632,7.34334,15.92226
511,18400.0,36,2000.0,1.0,0.000849825,0.60562354,0.26211712,0.3435064,1.3085046,18400.0,6.5676823,0.8766992,15.431677
512,18500.0,36,1990.0,0.0,0.0004491863,2.5750065,1.399989,1.1750176,1.052451,18500.0,13.756514,10.925436,19.88883
513,18500.0,36,2000.0,1.0,0.00055684126,1.5237646,0.89860296,0.6251616,2.3722894,18500.0,3.946168,1.1824881,7.4461527
514,18600.0,36,1990.0,0.0,0.004204022,0.38701734,0.27815625,0.10886109,0.57722414,18600.0,9.325314,5.961132,15.446091
515,18600.0,36,2000.0,1.0,0.005324465,0.49715814,0.33319843,0.16395971,1.0729676,18600.0,5.888462,3.3858843,9.693827
516,18700.0,42,1990.0,0.0,0.00076065166,2.4848573,1.0058665,1.4789908,1.5556308,18700.0,12.261772,9.588528,17.325926
517,18700.0,42,2000.0,1.0,0.0009592658,1.8028928,0.84960407,0.9532887,2.370442,18700.0,1.688276,1.4856883,4.55543
518,18800.0,42,1990.0,0.0,0.003252557,1.0464866,0.65642774,0.3900589,1.449955,18800.0,13.309574,11.38196,18.524551
519,18800.0,42,2000.0,1.0,0.0042940867,1.2898477,0.65696496,0.63288283,2.309277,18800.0,3.0937877,0.019754682,8.560113
520,18900.0,42,1990.0,0.0,0.0008986813,1.9063041,0.983244,0.9230602,1.099953,18900.0,8.756971,5.872965,14.885855
521,18900.0,42,2000.0,1.0,0.0011494637,2.2303815,1.1096702,1.1207113,1.8949933,18900.0,2.2409985,-0.6021772,6.5292635
522,19000.0,42,1990.0,0.0,0.0024235717,1.6413534,0.9634289,0.6779246,2.0541675,19000.0,10.947752,7.1317673,17.48166
523,19000.0,42,2000.0,1.0,0.0032129276,1.375331,0.75260866,0.6227224,3.0081513,19000.0,4.7477994,4.318101,8.076395
524,19100.0,42,1990.0,0.0,0.004144638,1.2985764,0.80104405,0.49753237,1.4826953,19100.0,10.327482,7.5380325,16.168642
525,19100.0,42,2000.0,1.0,0.005538005,1.8009189,1.0143114,0.7866075,2.3107333,19100.0,0.9999956,-1.1073521,5.0849915
526,19200.0,42,1990.0,0.0,0.0038793883,1.4805822,0.8890541,0.5915281,0.9201712,19200.0,12.590027,9.326601,17.996693
527,19200.0,42,2000.0,1.0,0.005277829,0.9800641,0.585974,0.39409012,1.6727978,19200.0,4.5814514,3.1928334,7.8878403
528,19300.0,36,1990.0,0.0,0.0032256024,0.9675428,0.640443,0.3270998,1.1830015,19300.0,4.524374,1.8625736,10.930872
529,19300.0,36,2000.0,1.0,0.004360817,4.03679,2.7655623,1.2712278,3.8962271,19300.0,1.6826901,-1.3042177,6.3868246
530,19400.0,36,1990.0,0.0,0.043989558,0.83196,0.45582145,0.37613863,0.86721414,19400.0,7.3726177,3.8881779,11.92193
531,19400.0,36,2000.0,1.0,0.05895508,0.73325264,0.38166857,0.3515841,1.3838819,19400.0,4.3862886,3.750733,5.4274287
532,19500.0,34,1990.0,0.0,0.004005782,0.8708265,0.5069449,0.36388153,0.7596479,19500.0,14.297724,9.990406,22.060299
533,19500.0,34,2000.0,1.0,0.005649204,0.9547429,0.5898642,0.3648787,1.5692705,19500.0,2.4495125,2.1014895,4.827159
534,19600.0,34,1990.0,0.0,0.021625707,1.6324984,0.8603974,0.77210087,1.0174768,19600.0,10.419464,6.980467,15.62686
535,19600.0,34,2000.0,1.0,0.029145762,1.075033,0.61602837,0.45900458,2.0358937,19600.0,5.676542,3.0873845,9.001391
536,19700.0,42,1990.0,0.0,0.02173467,0.89315957,0.5432706,0.34988904,0.68017054,19700.0,11.884642,9.133625,17.496252
537,19700.0,42,2000.0,1.0,0.027979195,0.91970444,0.5799188,0.33978564,1.3570644,19700.0,6.587369,4.8627853,9.068693
538,19800.0,10,1990.0,0.0,0.002077187,2.7844245,1.4113939,1.3730307,0.8453018,19800.0,14.029503,9.631205,20.391035
539,19800.0,10,2000.0,1.0,0.0029301117,0.49383187,0.2970022,0.19682968,1.5252767,19800.0,0.7850102,-2.0933833,4.8423495
540,19901.0,10,1990.0,0.0,0.0014373069,0.43968236,0.19308913,0.24659322,1.083442,19901.0,11.159372,9.023476,15.520477
541,19901.0,10,2000.0,1.0,0.002211875,0.46189806,0.23167874,0.23021929,0.95215935,19901.0,12.130874,10.407857,14.900276
542,19902.0,24,1990.0,0.0,0.0005646524,0.8203424,0.34055,0.47979248,0.78395355,19902.0,12.883282,10.345411,16.99562
543,19902.0,24,2000.0,1.0,0.0007718779,0.60616136,0.31082517,0.29533616,0.86603516,19902.0,13.184956,9.809698,16.976765
544,19903.0,51,1990.0,0.0,0.00018304947,0.26254445,0.18985458,0.07268988,1.3196254,19903.0,-1.1036873,-7.3809147,11.139154
545,19903.0,51,2000.0,1.0,0.00026197988,0.23674037,0.10733801,0.12940235,0.6321463,19903.0,8.881773,7.689067,10.269642
546,20001.0,23,1990.0,0.0,0.0011413749,2.193519,1.157015,1.0365041,1.9323452,20001.0,7.754326,6.8950653,12.046146
547,20001.0,23,2000.0,1.0,0.0014569103,1.0280904,0.565545,0.4625453,1.4884486,20001.0,4.0086336,1.7374585,7.920333
548,20002.0,23,1990.0,0.0,0.00014095183,0.23893449,0.12834851,0.11058597,1.3048409,20002.0,6.2853813,8.866072,7.208252
549,20002.0,23,2000.0,1.0,0.00016807538,0.78559035,0.51260495,0.2729853,0.17142786,20002.0,5.3845134,4.318578,12.015206
550,20003.0,23,1990.0,0.0,0.00034677077,0.6348569,0.34347117,0.2913857,1.3128018,20003.0,6.2853813,8.866072,7.208252
551,20003.0,23,2000.0,1.0,0.00036549722,0.8566131,0.4889755,0.36763757,1.2481496,20003.0,5.3845134,4.318578,12.015206
552,20100.0,23,1990.0,0.0,0.0026781163,2.0786886,0.79334426,1.2853445,1.3230412,20100.0,8.284378,5.4905415,14.289284
553,20100.0,23,2000.0,1.0,0.0034550447,1.1281531,0.56109554,0.5670576,2.1150022,20100.0,8.477824,6.750924,11.601857
554,20200.0,50,1990.0,0.0,0.0011818769,0.7022629,0.4796843,0.22257856,0.7557427,20200.0,7.031679,5.649328,11.078548
555,20200.0,50,2000.0,1.0,0.0016123864,1.4544326,0.9511363,0.5032963,2.2770782,20200.0,8.271967,1.8635478,16.35422
556,20301.0,50,1990.0,0.0,0.00037023003,0.96190757,0.6121816,0.34972593,1.5865879,20301.0,11.780691,10.029221,17.204762
557,20301.0,50,2000.0,1.0,0.00047488662,1.5525882,0.86334413,0.68924403,2.3646922,20301.0,8.016314,3.5300937,14.868191
558,20302.0,50,1990.0,0.0,0.0010031529,1.336561,0.73019904,0.60636187,0.9653121,20302.0,6.988907,4.737425,12.281466
559,20302.0,50,2000.0,1.0,0.0013244554,1.0702659,0.6649668,0.40529898,1.3241857,20302.0,6.389618,3.5903792,11.142594
560,20401.0,44,1990.0,0.0,0.0061146114,1.7157105,0.85523987,0.86047083,1.6163534,20401.0,9.297657,6.3099384,14.408779
561,20401.0,44,2000.0,1.0,0.0079426775,2.3645349,1.2220253,1.1425095,2.770187,20401.0,8.684908,7.5010576,11.513506
562,20402.0,25,1990.0,0.0,2.4535142e-05,0.0037165508,0.0024831975,0.0012333535,0.012492898,20402.0,11.6110325,7.14221,17.852116
563,20402.0,25,2000.0,1.0,4.80785e-05,0.007943979,0.005110888,0.0028330917,0.039378256,20402.0,7.012844,2.4681091,14.195034
564,20403.0,25,1990.0,0.0,4.6991034e-05,0.0728263,0.05136987,0.021456435,0.37568694,20403.0,11.6110325,7.14221,17.852116
565,20403.0,25,2000.0,1.0,7.547808e-05,0.06174422,0.046277374,0.015466839,1.2138524,20403.0,7.012844,2.4681091,14.195034
566,20500.0,25,1990.0,0.0,0.018987412,1.2224097,0.74132127,0.4810884,0.8559848,20500.0,12.9265785,11.2257,16.173363
567,20500.0,25,2000.0,1.0,0.02489382,1.5443796,0.9907534,0.55362624,2.099495,20500.0,7.978507,7.619381,9.071759
568,20600.0,33,1990.0,0.0,0.004271208,1.4441727,0.73200244,0.7121703,1.5011091,20600.0,10.663557,9.287071,14.023781
569,20600.0,33,2000.0,1.0,0.005982937,1.6524215,0.99187607,0.66054535,3.0237918,20600.0,10.232312,10.030066,11.422907
570,20700.0,33,1990.0,0.0,0.00045043917,0.90157825,0.42310613,0.47847208,0.71495056,20700.0,7.5413704,4.9812794,13.529921
571,20700.0,33,2000.0,1.0,0.0005868731,1.2414942,0.72003156,0.5214626,1.6442863,20700.0,3.5294123,1.998697,5.8654375
572,20800.0,25,1990.0,0.0,0.0027368392,1.4939376,0.9692137,0.5247238,1.199074,20800.0,7.4945927,4.2550087,12.713766
573,20800.0,25,2000.0,1.0,0.0034238875,1.4383792,0.9807789,0.45760033,2.2263384,20800.0,4.0839057,0.6055832,10.049003
574,20901.0,9,1990.0,0.0,0.013317657,1.227756,0.6966004,0.53115565,0.87657005,20901.0,9.357309,6.8662167,14.080763
575,20901.0,9,2000.0,1.0,0.01706553,0.97050595,0.6199128,0.35059318,1.9255083,20901.0,5.4408484,5.071708,6.7964964
576,20902.0,25,1990.0,0.0,0.0007094285,0.95338297,0.5381118,0.4152712,0.787702,20902.0,3.31707,-0.4082203,11.465406
577,20902.0,25,2000.0,1.0,0.0008691496,0.84957826,0.5296483,0.31993,2.3079414,20902.0,6.423133,4.6839714,10.962554
578,21001.0,55,1990.0,0.0,0.00018699553,0.9268951,0.50220436,0.42469078,0.87257373,21001.0,16.509247,13.619518,23.61703
579,21001.0,55,2000.0,1.0,0.00023792878,1.6865183,1.07787,0.6086482,1.1344507,21001.0,-0.09012222,-5.1050186,8.363111
580,21002.0,26,1990.0,0.0,0.00018321059,0.14249657,0.11038199,0.032114573,0.25998828,21002.0,12.418938,9.434891,22.55168
581,21002.0,26,2000.0,1.0,0.0002368337,0.26977628,0.21379462,0.05598166,0.45519584,21002.0,0.39018902,3.3511434,-1.2660027
582,21003.0,26,1990.0,0.0,0.00013374192,0.16487163,0.08876166,0.07610998,0.46171263,21003.0,13.2089615,9.7316265,23.146963
583,21003.0,26,2000.0,1.0,0.00016134094,0.2592238,0.16454913,0.09467467,0.5089222,21003.0,-0.13412748,1.9180434,-0.07568087
584,21004.0,55,1990.0,0.0,0.00023597277,0.46498832,0.27746022,0.1875281,0.23221444,21004.0,22.572422,20.070457,27.726507
585,21004.0,55,2000.0,1.0,0.00033994793,0.32166737,0.18977723,0.13189012,0.55535793,21004.0,0.9499959,-3.3475332,8.675098
586,21101.0,55,1990.0,0.0,0.0003399905,0.4705054,0.27683246,0.1936729,0.47443143,21101.0,15.919876,12.641478,23.183346
